Address,Amount (DUST)
0xfa62e6efec39b4dc5e3f37d676f18b560f7dd458,24.661758744902006
0x4bd75fd7b7417d56f7c7a527d60cddb380c4955a,90.76790839469385
0x550abc18f49cb82644df58885a3a049a021d54e0,2.2009510299028183
0xa21d5b40678258f2aba9b8411f193dd9053ee27f,6.231738038819189
0x6a26afb01ff57e827079658238858d55774ca2d5,2.3197065922525626
0x6fb5fcf6170ef0331c3f7f79a5792e0c5735d5e8,11.84414588361853
0x76efac454f72f13a1e5b9df99934fcf1a64623c2,7.029109285727232
0x5b4672cffee5e64a2a7d17c157abdb4edffbe3df,237.45967292161478
0xc1ad8a49ec4d601cc43cc110dd3ab26c7d37edcd,19.359504724832373
0x46ca0311e86d1086d4e14d1bd61472b844cfad75,30.563847849865276
0xafc4b7184494d5a8fabaeb37fc94cb71d38b2d55,42.40540413183704
0x23c14e77e980e8d90851c72678ec5f4255af7874,37.905027244586954
0xacdceb490c614fa827c4f20710ee38e6b27d0eb2,7.6411107901471675
0x8f28da6ff26e782cb0495e581fadbcec320a4769,11.106263222204968
0x0362630a31ebc56d06db4606efb19f26f9703a66,2.5671961560381344
0xa8bb2e8898192852a08e52f504aee6e1378d4151,22.174083774670855
0x1fa0e3e31de3fa17948c569ca94ddcfcf75b7055,14.813762802569098
0x42585a84540c33ddc2ce28cb1f5064c59979fd5c,38.5248465825618
0x9915c60340e773ba76cfb785d3f11c9511615529,28.22986372191214
0x2f980b046509d8ff974ff34333a32c305429b01e,39.343992691929834
0xfc78d6a90c1f1ad535d83dd828c959ab3cf2dadf,7.612089802922779
0x190236c3840f258a95fe11e8c45e623dd8174e1e,6.018088419972848
0x8134ee988ef47c193cdeadac7d870024e72e405e,12.330879547472357
0xfc332d328b8854d52c18023d00b984341dba8968,28.549545769480776
0xa4007e5deed110fac652323e607c5b8f7f88e5f6,49.55038967359701
0xa811576c34770f1a7696c612c4437cfa6a73b2d5,30.139727653467688
0x4c55c41bd839b3552fb2abecacfdf4a5d2879cb9,5.702487474457934
0x27c7e978e4da4581588bb40a521d5a7a6d31b33d,22.071774253446748
0xd8f7a0cc1baf9c56f9b48d3de836a21dbc979f1f,6.300128737393807
0xbff595f6232bdd1a5076933de57f2885eca5eb94,14.243912893907801
0x7b6292d81ae4bef5b20d05817934205d61707559,6.27779626340298
0xfb608925b269dfe1758dbbc968bd4a9a6edd4b50,6.751379905359337
0xcdd6ea49314acc324aea8be349938477c66964cb,3.7853104304856338
0xddd8fc242bdff7feb7d627e9b350176293756424,16.038057840253853
0x05f4bb916a16758ed1f8b4a8abbb786a28a6bfa7,16.179429254292277
0x7361a20f1b1b58bdd769928bdc2ef96788b5afae,1.0509509545521207
0x33256635b7d200dc0a1de51c9089d93c44a5a55a,10.663294974074605
0x26eb1c0f70f7a3ab612befbbf4e738135c84fdea,35.098552871492586
0xa3c7a8eaf23d2dd89ed81e19a5de8c84e26b0c4e,56.08808927353703
0x49d53e35a266704d788879e5f7047444e8d27749,9.587264235968856
0xf38d404a1c5ef825d187dcab9c6fa2027ea953fe,6.286303481659195
0x0e0cf66395b33cd169635845d2061df56b3f2f15,8.266879934244992
0xb241f880643d5ecdcbbd9de0275b712558517408,6.286303481659195
0xcc6e22d5287c0b14e397aea36656c8a3d4b717ab,12.57260696331839
0x27ee985d1e446ec71c277c89cd877ec4eeaa236c,43.96875689787751
0xdc0d8dc4f35447c9db2f9473b64ec5c228dd2a88,11.0518585436872
0x72edac30ed6f6918fe8186109b6106c292de6f3a,10.44684372954744
0x89ad2a1f98266c760f585c56a661e7334f8f1d91,6.159335834600991
0x43d4330f76b720ad28177c98359cb219cfc2c369,15.64485460232212
